Time FPS FVS FVT FDS SHD SB PIN WHB WHT BFS BFF BG BML BMS ZL BD MA SG BC ZG PL PS ZM ZS PB BB BO DL DR DC DIN RelFPS RelFVS RelFVT RelFDS RelSHD RelSB RelPIN RelWHB RelWHT RelBFS RelBFF RelBG RelBML RelBMS RelZL RelBD RelMA RelSG RelBC RelZG RelPL RelPS RelZM RelZS RelPB RelBB RelBO RelDL RelDR RelDC RelDIN PelDemRatio PiscivPlankRatio DivCount InfEpiRatio BSSslope HabitCover
8.900000e+01 1385.837097 1031769.709803 5157.257275 48419.027178 149639.681653 87.263530 536.292130 1384.896738 761.218247 1218.008473 12167.471675 2313.063574 2479.491237 19512.898399 1010645.001012 101453.338560 244654.891315 2445.701443 1243757.288442 4263498.770033 5081588.907936 60359033.413517 742802.825102 43085037.872688 23453936.029430 2135295.940034 2077586.065875 11079764.525095 41916635.161436 0.000000 4312153258.325083 1.034173 2.110993 0.874471 1.006113 0.980916 1.032005 1.000259 1.013877 1.006655 0.995412 0.994382 0.945171 1.013177 0.996677 1.117332 0.976499 0.999716 0.999370 0.997608 1.137990 1.671173 1.067028 1.133759 1.149365 62.601969 1.027622 0.999849 1.066439 1.008630 1.000000 2.031852 0.000054 0.000000 21.600000 1882847191.489354 -0.067505 0.060835
9.000000e+01 1386.318129 1031651.842207 5156.445643 48421.794580 149607.788440 87.263537 536.294996 1384.896738 761.311909 1217.945377 12166.690119 2311.678077 2479.865136 19512.137610 1010492.773563 101426.672979 244654.125810 2445.683237 1243723.946164 4263590.685973 5080739.637230 60345800.802229 742830.722095 43090801.549790 23456223.941090 2136207.433638 2077582.593012 11086517.061570 41920566.723223 0.000000 4312282547.748134 1.034532 2.110752 0.874333 1.006171 0.980707 1.032005 1.000264 1.013877 1.006779 0.995361 0.994318 0.944605 1.013330 0.996638 1.117164 0.976242 0.999713 0.999362 0.997581 1.138014 1.670894 1.066794 1.133802 1.149519 62.608075 1.028061 0.999848 1.067089 1.008725 1.000000 2.031913 0.000054 0.000000 21.600000 1882815249.005644 -0.102036 0.060835
9.100000e+01 1386.798967 1031539.186999 5155.634439 48424.557508 149575.916953 87.263543 536.297860 1384.896738 761.405560 1217.882291 12165.908679 2310.295240 2480.239076 19511.376560 1010340.864819 101400.021773 244653.360784 2445.665018 1243690.604937 4263682.567645 5079889.798447 60332547.439672 742858.615950 43096556.817762 23458314.921776 2137122.567673 2077579.121033 11093260.669805 41924497.088069 0.000000 4312412690.852774 1.034891 2.110521 0.874195 1.006228 0.980498 1.032005 1.000270 1.013877 1.006903 0.995309 0.994254 0.944040 1.013483 0.996599 1.116996 0.975986 0.999710 0.999355 0.997554 1.138039 1.670614 1.066559 1.133844 1.149672 62.613657 1.028502 0.999846 1.067738 1.008819 1.000000 2.031974 0.000054 0.000000 21.600000 1882783314.185582 -0.136554 0.060835
9.200000e+01 1387.264538 1031428.424663 5156.373444 48427.314940 149544.067151 87.263550 536.303653 1384.896738 761.499349 1217.819241 12165.127716 2308.915182 2480.613057 19510.615398 1010189.272580 101373.384981 244652.596236 2445.646787 1243657.264969 4263774.425710 5079040.309076 60319397.813593 742886.507791 43102303.823826 23460215.552482 2138041.279550 2077575.649612 11099995.497285 41928426.286041 0.000000 4312543585.225109 1.035238 2.110295 0.874321 1.006286 0.980290 1.032005 1.000280 1.013877 1.007027 0.995258 0.994190 0.943476 1.013635 0.996561 1.116828 0.975730 0.999707 0.999347 0.997528 1.138063 1.670335 1.066327 1.133887 1.149826 62.618730 1.028944 0.999844 1.068386 1.008914 1.000000 2.032036 0.000045 0.000000 21.600000 1882751387.100530 -0.169976 0.060834
9.300000e+01 1387.729908 1031322.364371 5157.112275 48430.067763 149512.239008 87.263557 536.309444 1384.896738 761.593126 1217.756201 12164.346868 2307.537772 2480.987080 19509.853976 1010037.998185 101346.762546 244651.832163 2445.628544 1243623.926074 4263866.260316 5078190.513448 60306255.988803 742914.398003 43108042.621307 23461932.390708 2138963.508253 2077572.179041 11106721.688919 41932354.346435 0.000000 4312675292.972831 1.035585 2.110078 0.874446 1.006343 0.980081 1.032006 1.000291 1.013877 1.007151 0.995206 0.994126 0.942913 1.013788 0.996522 1.116661 0.975473 0.999703 0.999340 0.997501 1.138088 1.670055 1.066095 1.133929 1.149979 62.623312 1.029387 0.999843 1.069034 1.009008 1.000000 2.032098 0.000045 0.000000 21.600000 1882719467.603624 -0.203383 0.060834
9.400000e+01 1388.195078 1031220.776360 5157.850934 48432.816160 149480.432493 87.263563 536.315234 1384.896738 761.686892 1217.693170 12163.566135 2306.163006 2481.361143 19509.092292 1009887.039481 101320.154423 244651.068567 2445.610289 1243590.588109 4263958.061123 5077340.985103 60293204.337960 742942.285757 43113773.153702 23463471.531299 2139889.193522 2077568.709556 11113439.387135 41936281.298064 0.000000 4312807702.487086 1.035932 2.109870 0.874571 1.006400 0.979872 1.032006 1.000302 1.013877 1.007275 0.995155 0.994062 0.942351 1.013941 0.996483 1.116494 0.975217 0.999700 0.999332 0.997474 1.138112 1.669776 1.065864 1.133972 1.150131 62.627420 1.029833 0.999841 1.069680 1.009103 1.000000 2.032160 0.000045 0.000000 21.600000 1882687555.848387 -0.236776 0.060834
9.500000e+01 1388.660049 1031123.446031 5158.589419 48435.560038 149448.647572 87.263570 536.321023 1384.896738 761.780646 1217.630148 12162.785516 2304.790878 2481.735249 19508.330348 1009736.395381 101293.560555 244650.305445 2445.592022 1243557.250876 4264049.828278 5076491.238342 60280167.632736 742970.171291 43119495.473806 23464838.943654 2140818.276064 2077565.241494 11120148.731876 41940207.169181 0.000000 4312940853.375428 1.036279 2.109671 0.874696 1.006457 0.979664 1.032006 1.000313 1.013877 1.007399 0.995103 0.993999 0.941790 1.014094 0.996444 1.116328 0.974961 0.999697 0.999325 0.997447 1.138137 1.669496 1.065633 1.134015 1.150284 62.631070 1.030280 0.999839 1.070326 1.009197 1.000000 2.032223 0.000045 0.000000 21.600000 1882655651.767340 -0.270154 0.060834
9.600000e+01 1389.125152 1031031.589713 5159.327795 41109.483715 149416.804014 87.263577 536.326841 1384.896738 761.874526 1217.567188 12162.006158 2303.422556 2482.108733 19507.569391 1009585.624822 101266.964736 244649.539720 2445.573661 1243523.895280 4264140.406105 5075641.641913 60267326.711201 742997.522054 43125129.321769 23466044.750088 2141751.118185 2077561.770574 11126849.135103 41944132.171402 0.000000 4313074539.314646 1.036626 2.109483 0.874822 0.854226 0.979455 1.032006 1.000324 1.013877 1.007523 0.995052 0.993935 0.941231 1.014247 0.996405 1.116161 0.974705 0.999694 0.999317 0.997421 1.138161 1.669217 1.065406 1.134056 1.150434 62.634289 1.030729 0.999838 1.070971 1.009292 1.000000 2.032286 0.000045 0.000000 21.600000 1882623755.344296 -0.303542 0.060834
9.700000e+01 1389.590054 1030943.521792 5160.065999 41113.320538 149384.970852 87.263583 536.332602 1384.896738 761.968375 1217.504236 12161.226912 2302.056850 2482.482260 19506.808174 1009435.166296 101240.383097 244648.774467 2445.555288 1243490.540109 4264230.950628 5074791.909826 60254476.648308 743024.871318 43130755.220977 23467090.873716 2142687.231950 2077558.301585 11133541.472957 41948056.151723 0.000000 4313208933.454301 1.036973 2.109303 0.874947 0.854306 0.979247 1.032006 1.000334 1.013877 1.007647 0.995000 0.993871 0.940673 1.014399 0.996366 1.115995 0.974449 0.999691 0.999310 0.997394 1.138185 1.668938 1.065179 1.134098 1.150584 62.637081 1.031180 0.999836 1.071615 1.009386 1.000000 2.032350 0.000046 0.000000 21.600000 1882591866.297070 -0.336916 0.060833
9.800000e+01 1390.054756 1030859.075319 5160.804030 41117.152413 149353.159360 87.263590 536.338362 1384.896738 762.062212 1217.441294 12160.447780 2300.693765 2482.855828 19506.046699 1009285.018846 101213.815829 244648.009685 2445.536903 1243457.186242 4264321.462690 5073942.328483 60241696.623344 743052.219290 43136373.220557 23467982.235814 2143626.558652 2077554.833056 11140225.877938 41951979.137502 0.000000 4313343935.781697 1.037320 2.109130 0.875072 0.854386 0.979038 1.032006 1.000345 1.013877 1.007771 0.994949 0.993808 0.940116 1.014552 0.996327 1.115829 0.974194 0.999688 0.999302 0.997367 1.138209 1.668658 1.064953 1.134140 1.150734 62.639460 1.031632 0.999834 1.072258 1.009481 1.000000 2.032413 0.000046 0.000000 21.600000 1882559985.011054 -0.370275 0.060833
9.900000e+01 1390.519258 1030778.089487 5161.541890 41120.979436 149321.369508 87.263597 536.344121 1384.896738 762.156038 1217.378361 12159.668762 2299.333297 2483.229438 19505.284965 1009135.181325 101187.262852 244647.245373 2445.518507 1243423.833386 4264411.941162 5073092.668030 60228937.674264 743079.566065 43141983.361262 23468723.707716 2144569.042765 2077551.365480 11146902.480123 41955901.154777 0.000000 4313479558.182508 1.037667 2.108964 0.875197 0.854465 0.978830 1.032006 1.000356 1.013877 1.007895 0.994897 0.993744 0.939560 1.014704 0.996288 1.115663 0.973938 0.999685 0.999295 0.997340 1.138234 1.668379 1.064728 1.134181 1.150884 62.641439 1.032085 0.999833 1.072901 1.009575 1.000000 2.032477 0.000046 0.000000 21.600000 1882528111.301918 -0.403620 0.060833
1.000000e+02 1390.983560 1030700.413088 5162.279578 41124.801625 149289.601262 87.263603 536.349878 1384.896738 762.249853 1217.315436 12158.889857 2297.975440 2483.603091 19504.522974 1008985.652721 101160.724281 244646.481531 2445.500100 1243390.482085 4264502.386190 5072243.131001 60216244.213755 743106.911844 43147585.692576 23469319.835629 2145514.627935 2077547.897935 11153571.407381 41959822.229701 0.000000 4313615732.442082 1.038013 2.108805 0.875322 0.854545 0.978622 1.032006 1.000367 1.013877 1.008019 0.994846 0.993680 0.939005 1.014857 0.996249 1.115498 0.973683 0.999682 0.999287 0.997314 1.138258 1.668099 1.064503 1.134223 1.151033 62.643030 1.032540 0.999831 1.073543 1.009669 1.000000 2.032541 0.000046 0.000000 21.600000 1882496245.307775 -0.436950 0.060833
1.010000e+02 1391.447662 1030625.903787 5163.017095 41128.618818 149257.854589 87.263610 536.355635 1384.896738 762.343655 1217.252520 12158.111065 2296.620191 2483.976785 19503.760724 1008836.432159 101134.199823 244645.718156 2445.481682 1243357.131109 4264592.799181 5071393.557328 60203574.750308 743134.256970 43153180.278776 23469775.114627 2146463.262229 2077544.432511 11160232.785178 41963742.386628 0.000000 4313752464.955173 1.038360 2.108653 0.875447 0.854624 0.978413 1.032006 1.000377 1.013877 1.008143 0.994795 0.993617 0.938452 1.015010 0.996210 1.115333 0.973427 0.999679 0.999280 0.997287 1.138282 1.667820 1.064279 1.134265 1.151183 62.644245 1.032997 0.999829 1.074184 1.009764 1.000000 2.032606 0.000046 0.000000 21.600000 1882464386.863543 -0.470267 0.060833
1.020000e+02 1391.911564 1030554.427457 5163.754441 41132.431158 149226.129458 87.263617 536.361390 1384.896738 762.437447 1217.189613 12157.332386 2295.267542 2484.350523 19502.998218 1008687.518649 101107.689804 244644.955249 2445.463253 1243323.781931 4264683.180273 5070544.085052 60190963.566492 743161.601638 43158767.167655 23470093.752022 2147414.889133 2077540.966707 11166886.736962 41967661.651404 0.000000 4313889697.027931 1.038706 2.108507 0.875572 0.854703 0.978205 1.032006 1.000388 1.013877 1.008267 0.994743 0.993553 0.937899 1.015163 0.996172 1.115168 0.973172 0.999675 0.999272 0.997260 1.138306 1.667541 1.064057 1.134307 1.151332 62.645096 1.033455 0.999828 1.074825 1.009858 1.000000 2.032670 0.000046 0.000000 21.600000 1882432536.143892 -0.503568 0.060832
1.030000e+02 1392.376090 1030489.746830 5164.491923 41136.242346 149194.336887 87.263624 536.367276 1384.896738 762.531538 1217.126329 12156.545684 2293.915261 2484.729169 19502.226272 1008538.203011 101081.208672 244644.189164 2445.444736 1243290.450820 4264771.082208 5069694.394179 60178622.030566 743187.266372 43164201.306386 23470259.912415 2148368.594938 2077537.504257 11173535.053085 41971580.825661 0.000000 4314027013.973453 1.039052 2.108374 0.875697 0.854782 0.977997 1.032006 1.000399 1.013877 1.008392 0.994691 0.993489 0.937346 1.015317 0.996132 1.115003 0.972917 0.999672 0.999265 0.997233 1.138329 1.667261 1.063838 1.134346 1.151477 62.645539 1.033914 0.999826 1.075465 1.009952 1.000000 2.032735 0.000046 0.000000 21.600000 1882400707.208840 -0.536915 0.060832
1.040000e+02 1392.840414 1030427.670265 5165.229235 41140.048642 149162.565961 87.263630 536.373161 1384.896738 762.625619 1217.063053 12155.759096 2292.565578 2485.107861 19501.454065 1008389.191020 101054.741790 244643.423552 2445.426207 1243257.120775 4264858.953853 5068844.863919 60166273.290917 743212.931422 43169628.155592 23470301.613709 2149325.198750 2077534.042672 11180176.167116 41975499.140249 0.000000 4314164838.228997 1.039399 2.108247 0.875822 0.854861 0.977789 1.032006 1.000410 1.013877 1.008516 0.994640 0.993424 0.936795 1.015472 0.996093 1.114838 0.972663 0.999669 0.999257 0.997207 1.138353 1.666982 1.063620 1.134385 1.151621 62.645651 1.034374 0.999824 1.076104 1.010047 1.000000 2.032800 0.000046 0.000000 21.600000 1882368928.892187 -0.570247 0.060832
1.050000e+02 1393.304537 1030368.095325 5165.966376 41143.850062 149130.816647 87.263637 536.379045 1384.896738 762.719687 1216.999786 12154.972621 2291.218488 2485.486597 19500.681596 1008240.481754 101028.289237 244642.658411 2445.407668 1243223.792186 4264946.795321 5067995.310377 60153944.151978 743238.596974 43175047.768435 23470222.168996 2150284.648875 2077530.581288 11186810.195787 41979416.619016 0.000000 4314303110.902537 1.039745 2.108125 0.875947 0.854940 0.977581 1.032007 1.000421 1.013877 1.008641 0.994588 0.993360 0.936244 1.015627 0.996053 1.114674 0.972408 0.999666 0.999250 0.997180 1.138376 1.666702 1.063402 1.134424 1.151766 62.645439 1.034836 0.999823 1.076742 1.010141 1.000000 2.032865 0.000046 0.000000 21.600000 1882337158.011598 -0.603565 0.060832
1.060000e+02 1393.768459 1030310.924944 5166.703346 41147.646817 149099.088914 87.263644 536.384928 1384.896738 762.813745 1216.936526 12154.186261 2289.873986 2485.865379 19499.908866 1008092.073613 101001.850944 244641.893740 2445.389118 1243190.464808 4265034.599903 5067145.881803 60141659.422218 743264.262524 43180460.129564 23470024.784381 2151246.895728 2077527.120518 11193437.253711 41983333.284870 0.000000 4314441773.828270 1.040092 2.108008 0.876072 0.855019 0.977373 1.032007 1.000432 1.013877 1.008765 0.994536 0.993296 0.935695 1.015782 0.996014 1.114510 0.972153 0.999663 0.999242 0.997153 1.138400 1.666423 1.063185 1.134463 1.151910 62.644912 1.035299 0.999821 1.077380 1.010235 1.000000 2.032930 0.000046 0.000000 21.600000 1882305394.706277 -0.636868 0.060832
1.070000e+02 1394.232181 1030256.067065 5167.440146 41151.438723 149067.382729 87.263651 536.390810 1384.896738 762.907790 1216.873276 12153.400014 2288.532067 2486.244206 19499.135875 1007943.965681 100975.426715 244641.129539 2445.370557 1243157.137825 4265122.367726 5066296.470473 60129404.155864 743289.928250 43185865.291012 23469712.592237 2152211.891711 2077523.661746 11200057.453386 41987249.159815 0.000000 4314580807.592787 1.040438 2.107896 0.876197 0.855098 0.977165 1.032007 1.000443 1.013877 1.008889 0.994485 0.993232 0.935147 1.015936 0.995974 1.114346 0.971899 0.999660 0.999234 0.997127 1.138423 1.666144 1.062968 1.134503 1.152055 62.644079 1.035763 0.999819 1.078017 1.010329 1.000000 2.032996 0.000046 0.000000 21.600000 1882273638.988429 -0.670157 0.060831
1.080000e+02 1394.695703 1030203.434314 5168.176776 41155.225923 149035.698060 87.263658 536.396690 1384.896738 763.001825 1216.810033 12152.613880 2287.192726 2486.623078 19498.362624 1007796.157735 100949.016863 244640.365806 2445.351986 1243123.812647 4265210.105747 5065447.166693 60117187.845434 743315.595009 43191263.370475 23469288.637186 2153179.585606 2077520.202582 11206670.905425 41991164.267010 0.000000 4314720177.553118 1.040783 2.107788 0.876322 0.855177 0.976957 1.032007 1.000454 1.013877 1.009014 0.994433 0.993167 0.934599 1.016091 0.995935 1.114183 0.971645 0.999657 0.999227 0.997100 1.138447 1.665864 1.062752 1.134542 1.152199 62.642947 1.036229 0.999818 1.078654 1.010423 1.000000 2.033062 0.000046 0.000000 21.600000 1882241890.937974 -0.703432 0.060831
1.090000e+02 1395.159026 1030152.943696 5168.913236 41159.008372 149004.034875 87.263665 536.402569 1384.896738 763.095847 1216.746798 12151.827859 2285.855957 2487.001997 19497.589113 1007648.648870 100922.621129 244639.602541 2445.333404 1243090.488202 4265297.814083 5064597.907346 60105000.902351 743341.262971 43196654.415530 23468755.882789 2154149.932020 2077516.744843 11213277.718228 41995078.627320 0.000000 4314859861.437681 1.041129 2.107685 0.876447 0.855255 0.976750 1.032007 1.000465 1.013877 1.009138 0.994381 0.993103 0.934053 1.016246 0.995895 1.114020 0.971391 0.999654 0.999219 0.997073 1.138470 1.665585 1.062537 1.134581 1.152342 62.641525 1.036696 0.999816 1.079290 1.010518 1.000000 2.033127 0.000046 0.000000 21.600000 1882210150.407829 -0.736692 0.060831
1.100000e+02 1395.622209 1030105.481619 5169.649439 41162.786494 148972.078605 87.263672 536.408490 1384.896738 763.189880 1216.682667 12151.022940 2284.517607 2487.392378 19496.793764 1007501.578117 100896.204242 244638.827093 2445.314519 1243057.119647 4265385.812492 5063748.631857 60092835.932350 743367.072165 43202028.877466 23468082.405435 2155123.232819 2077513.282892 11219877.755128 41998993.553754 0.000000 4314999890.759255 1.041475 2.107588 0.876572 0.855334 0.976540 1.032007 1.000476 1.013877 1.009262 0.994329 0.993037 0.933506 1.016406 0.995855 1.113857 0.971137 0.999650 0.999212 0.997046 1.138494 1.665306 1.062322 1.134620 1.152486 62.639727 1.037164 0.999814 1.079925 1.010612 1.000000 2.033193 0.000046 0.000000 21.600000 1882178434.969347 -0.769942 0.060831
1.110000e+02 1396.085192 1030059.967460 5170.385471 41166.559819 148940.144365 87.263678 536.414411 1384.896738 763.283902 1216.618544 12150.218137 2283.181838 2487.782810 19495.998144 1007354.804233 100869.801605 244638.052125 2445.295623 1243023.752229 4265473.781184 5062899.462786 60080698.903457 743392.882485 43207396.321848 23467306.803879 2156099.072138 2077509.821701 11226471.388517 42002907.754596 0.000000 4315140172.052504 1.041820 2.107495 0.876697 0.855412 0.976331 1.032007 1.000487 1.013877 1.009387 0.994276 0.992972 0.932960 1.016565 0.995814 1.113695 0.970882 0.999647 0.999204 0.997020 1.138517 1.665026 1.062107 1.134660 1.152629 62.637657 1.037634 0.999813 1.080560 1.010706 1.000000 2.033260 0.000046 0.000000 21.600000 1882146779.623539 -0.803178 0.060831
1.120000e+02 1396.547976 1030016.331809 5171.121335 41170.328416 148908.232120 87.263685 536.420329 1384.896738 763.377911 1216.554429 12149.413451 2281.848645 2488.173293 19495.202252 1007208.326332 100843.413221 244637.277638 2445.276717 1242990.386012 4265561.720269 5062050.364766 60068587.934351 743418.694093 43212756.791023 23466431.766209 2157077.405581 2077506.361158 11233058.720270 42006821.250515 0.000000 4315280675.530726 1.042166 2.107406 0.876821 0.855491 0.976122 1.032007 1.000498 1.013877 1.009511 0.994224 0.992906 0.932416 1.016725 0.995773 1.113533 0.970628 0.999644 0.999196 0.996993 1.138541 1.664747 1.061893 1.134699 1.152772 62.635322 1.038105 0.999811 1.081194 1.010800 1.000000 2.033326 0.000046 0.000000 21.600000 1882115131.715862 -0.836399 0.060830
1.130000e+02 1397.010560 1029974.508517 5171.857029 41174.092310 148876.341839 87.263692 536.426247 1384.896738 763.471910 1216.490321 12148.608881 2280.518021 2488.563826 19494.406089 1007062.143606 100817.038994 244636.503630 2445.257800 1242957.020624 4265649.630586 5061201.366581 60056504.117169 743444.507218 43218110.333576 23465459.907109 2158058.190437 2077502.901894 11239639.850294 42010734.061398 0.000000 4315421368.832144 1.042511 2.107320 0.876946 0.855569 0.975913 1.032007 1.000509 1.013877 1.009635 0.994172 0.992840 0.931872 1.016884 0.995733 1.113371 0.970375 0.999641 0.999188 0.996966 1.138564 1.664468 1.061680 1.134738 1.152915 62.632728 1.038577 0.999809 1.081827 1.010894 1.000000 2.033392 0.000046 0.000000 21.600000 1882083491.347662 -0.869607 0.060830
1.140000e+02 1397.472946 1029934.434494 5172.592554 41177.851525 148844.473487 87.263699 536.432164 1384.896738 763.565897 1216.426221 12147.804427 2279.189962 2488.954411 19493.609656 1006916.255182 100790.679051 244635.730101 2445.238873 1242923.656652 4265737.512240 5060352.456352 60044445.141072 743470.322017 43223456.989260 23464393.762652 2159041.382869 2077499.442911 11246214.876656 42014646.207374 0.000000 4315562222.955804 1.042856 2.107238 0.877071 0.855647 0.975704 1.032007 1.000520 1.013877 1.009760 0.994119 0.992774 0.931329 1.017044 0.995692 1.113210 0.970121 0.999638 0.999181 0.996939 1.138587 1.664189 1.061466 1.134778 1.153057 62.629882 1.039050 0.999808 1.082460 1.010989 1.000000 2.033458 0.000046 0.000000 21.600000 1882051858.595338 -0.902800 0.060830
1.150000e+02 1397.935134 1029896.049534 5173.327910 41181.606071 148812.627032 87.263706 536.438079 1384.896738 763.659872 1216.362129 12147.000090 2277.864462 2489.345048 19492.812953 1006770.660118 100764.333264 244634.957049 2445.219935 1242890.293595 4265825.364597 5059503.646800 60032409.337852 743496.138567 43228796.789596 23463235.801095 2160026.942061 2077495.985059 11252783.895412 42018557.707308 0.000000 4315703207.122105 1.043201 2.107160 0.877196 0.855725 0.975495 1.032007 1.000531 1.013877 1.009884 0.994067 0.992709 0.930788 1.017203 0.995651 1.113049 0.969867 0.999635 0.999173 0.996913 1.138611 1.663910 1.061254 1.134817 1.153200 62.626791 1.039524 0.999806 1.083092 1.011083 1.000000 2.033525 0.000046 0.000000 21.600000 1882020233.229296 -0.935978 0.060830
1.160000e+02 1398.397123 1029859.296152 5174.063097 41185.355950 148780.802440 87.263713 536.443993 1384.896738 763.753836 1216.298044 12146.195869 2276.541516 2489.735735 19492.015980 1006625.357545 100738.001738 244634.184473 2445.200987 1242856.931949 4265913.187757 5058654.936034 60020395.587044 743521.957014 43234129.772324 23461988.413634 2161014.825979 2077492.527498 11259347.000841 42022468.580350 0.000000 4315844290.930687 1.043546 2.107084 0.877320 0.855803 0.975286 1.032007 1.000542 1.013877 1.010008 0.994015 0.992643 0.930247 1.017363 0.995611 1.112888 0.969614 0.999631 0.999165 0.996886 1.138634 1.663631 1.061041 1.134857 1.153342 62.623462 1.040000 0.999804 1.083724 1.011177 1.000000 2.033591 0.000046 0.000000 21.600000 1881988615.446777 -0.969143 0.060830
1.170000e+02 1398.858905 1029823.584270 5174.798041 41189.092439 148748.710811 87.263719 536.449893 1384.896738 763.847739 1216.232838 12145.368013 2275.215048 2490.140738 19491.191737 1006480.181408 100711.640436 244633.400696 2445.181764 1242823.514881 4266000.974676 5057806.275984 60008414.302476 743547.510077 43239456.145808 23460635.535246 2162005.689202 2077489.065576 11265903.474799 42026379.881653 0.000000 4315985460.885807 1.043890 2.107011 0.877445 0.855880 0.975076 1.032007 1.000553 1.013877 1.010132 0.993961 0.992575 0.929705 1.017529 0.995568 1.112728 0.969360 0.999628 0.999157 0.996859 1.138658 1.663351 1.060829 1.134896 1.153484 62.619851 1.040477 0.999803 1.084355 1.011271 1.000000 2.033658 0.000046 0.000000 21.600000 1881957017.567823 -1.002292 0.060829
1.180000e+02 1399.320489 1029789.416910 5175.532816 41192.824198 148716.641532 87.263726 536.455791 1384.896738 763.941631 1216.167639 12144.540277 2273.891146 2490.545798 19490.367210 1006335.296182 100685.293477 244632.617413 2445.162530 1242790.099373 4266088.732508 5056957.756473 59996451.914280 743573.065210 43244775.771858 23459198.462891 2162998.769005 2077485.603716 11272454.251681 42030290.568935 0.000000 4316126671.320171 1.044235 2.106941 0.877569 0.855958 0.974866 1.032008 1.000564 1.013877 1.010257 0.993908 0.992508 0.929164 1.017694 0.995526 1.112568 0.969107 0.999625 0.999149 0.996832 1.138681 1.663072 1.060618 1.134935 1.153626 62.616015 1.040955 0.999801 1.084986 1.011365 1.000000 2.033724 0.000046 0.000000 21.600000 1881925464.528568 -1.035428 0.060829
1.190000e+02 1399.781877 1029756.742899 5176.267422 41196.551418 148684.594569 87.263733 536.461688 1384.896738 764.035511 1216.102447 12143.712663 2272.569805 2490.950916 19489.542399 1006190.701013 100658.960734 244631.834623 2445.143286 1242756.684930 4266176.461345 5056109.319042 59984494.661494 743598.622555 43250088.687019 23457679.368472 2163994.028742 2077482.142747 11278999.419293 42034200.659739 0.000000 4316267901.851970 1.044579 2.106875 0.877694 0.856035 0.974656 1.032008 1.000575 1.013877 1.010381 0.993855 0.992440 0.928624 1.017860 0.995484 1.112408 0.968853 0.999622 0.999142 0.996805 1.138705 1.662793 1.060407 1.134974 1.153768 62.611960 1.041434 0.999799 1.085616 1.011459 1.000000 2.033791 0.000046 0.000000 21.600000 1881893918.816790 -1.068549 0.060829
1.200000e+02 1400.243069 1029725.513277 5177.001861 41200.274080 148652.569888 87.609215 536.467584 1384.896738 764.129379 1216.037262 12142.885168 2271.251020 2491.356093 19488.717303 1006046.394953 100632.642072 244631.052325 2445.124031 1242723.271014 4266264.160283 5055260.783840 59972523.603662 743624.182159 43255394.919014 23456080.398982 2164991.432617 2077478.683586 11285539.063668 42038110.171131 0.000000 4316409128.085586 1.044923 2.106811 0.877818 0.856113 0.974446 1.036093 1.000586 1.013877 1.010505 0.993801 0.992372 0.928085 1.018025 0.995442 1.112248 0.968600 0.999619 0.999134 0.996779 1.138728 1.662514 1.060195 1.135013 1.153909 62.607692 1.041914 0.999798 1.086245 1.011553 1.000000 2.033857 0.000046 0.000000 21.600000 1881862380.648739 -1.101656 0.060829
1.210000e+02 1400.704063 1029695.681081 5177.736131 41203.992295 148620.567455 88.299859 536.473479 1384.896738 764.223236 1215.972084 12142.057794 2269.934785 2491.761328 19487.891924 1005902.377138 100606.337787 244630.270518 2445.104766 1242689.858933 4266351.829409 5054412.388634 59960564.203675 743649.744148 43260694.500902 23454403.563028 2165990.941873 2077475.224011 11292073.269187 42042019.121095 0.000000 4316550296.155874 1.045267 2.106750 0.877943 0.856190 0.974236 1.044261 1.000597 1.013877 1.010629 0.993748 0.992305 0.927547 1.018191 0.995400 1.112089 0.968347 0.999615 0.999126 0.996752 1.138751 1.662235 1.059984 1.135052 1.154051 62.603217 1.042395 0.999796 1.086874 1.011647 1.000000 2.033924 0.000046 0.000000 21.600000 1881830850.014284 -1.134750 0.060829
1.220000e+02 1401.164860 1029667.201327 5178.470233 41207.705792 148588.587234 88.988207 536.479372 1384.896738 764.317083 1215.906913 12141.230541 2268.621095 2492.166622 19487.066262 1005758.646811 100580.047668 244629.489201 2445.085490 1242656.447830 4266439.469795 5053564.225546 59948639.548359 743675.308731 43265987.472539 23452650.721681 2166992.522900 2077471.765481 11298602.118293 42045927.525579 0.000000 4316691363.072540 1.045611 2.106691 0.878067 0.856267 0.974026 1.052402 1.000608 1.013877 1.010753 0.993695 0.992237 0.927011 1.018356 0.995358 1.111930 0.968094 0.999612 0.999118 0.996725 1.138775 1.661956 1.059773 1.135091 1.154192 62.598538 1.042877 0.999794 1.087502 1.011741 1.000000 2.033990 0.000046 0.000000 21.600000 1881799326.789352 -1.167828 0.060828
