Time Predator Cohort Stock Updated FPS FVS FVT FDS SHD SB PIN WHB WHT CEP BFS BFF BG BMD BML BMS ZL BD MA SG BC ZG PL PS ZM ZS PB BB BO DL DR DC
3.000000e+01 FVS 4 0 1 2.353400e-03 1.928634e-03 0.000000e+00 1.541097e-03 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 1.949225e-03 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 2.373671e-01 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 8.390035e-03 7.172508e-02 6.649153e-01 9.830078e-03 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
3.000000e+01 FVS 5 0 1 2.347639e-03 1.924223e-03 0.000000e+00 1.528979e-03 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 1.941726e-03 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 2.362560e-01 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 8.357875e-03 7.145373e-02 6.664065e-01 9.783261e-03 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
3.000000e+01 FVS 6 0 1 2.347637e-03 1.924232e-03 0.000000e+00 1.529027e-03 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 1.941654e-03 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 2.362537e-01 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 8.357579e-03 7.145249e-02 6.664106e-01 9.783146e-03 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
3.000000e+01 FVS 7 0 1 2.344966e-03 1.922176e-03 0.000000e+00 1.523353e-03 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 1.938283e-03 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 2.357423e-01 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 8.343106e-03 7.132810e-02 6.670961e-01 9.761625e-03 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
3.000000e+01 FVS 8 0 1 2.344966e-03 1.922177e-03 0.000000e+00 1.523359e-03 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 1.938273e-03 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 2.357420e-01 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 8.343067e-03 7.132793e-02 6.670967e-01 9.761609e-03 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
3.000000e+01 FVS 9 0 1 2.344966e-03 1.922178e-03 0.000000e+00 1.523362e-03 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 1.938270e-03 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 2.357418e-01 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 8.343051e-03 7.132787e-02 6.670969e-01 9.761603e-03 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
3.000000e+01 FVT 0 0 1 7.636704e-01 5.815455e-02 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 1.781751e-01 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
3.000000e+01 FVT 1 0 1 7.391209e-01 8.227450e-02 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 1.786046e-01 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
3.000000e+01 FVT 2 0 1 7.389503e-01 8.223273e-02 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 1.788170e-01 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
3.000000e+01 FVT 3 0 1 7.389503e-01 8.223273e-02 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 1.788170e-01 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
3.000000e+01 FVT 4 0 1 7.834231e-01 8.685879e-02 3.973597e-06 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 1.297141e-01 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
3.000000e+01 FVT 5 0 1 7.832368e-01 8.680146e-02 3.980102e-06 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 1.299578e-01 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
3.000000e+01 FVT 6 0 1 7.832368e-01 8.680146e-02 3.980102e-06 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 1.299578e-01 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
3.000000e+01 FVT 7 0 1 7.832368e-01 8.680146e-02 3.980102e-06 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 1.299578e-01 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
3.000000e+01 FVT 8 0 1 7.832368e-01 8.680146e-02 3.980102e-06 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 1.299578e-01 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
3.000000e+01 FVT 9 0 1 7.828650e-01 8.668715e-02 3.993078e-06 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 1.304439e-01 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
3.000000e+01 FDS 0 0 0 1.446765e-02 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 1.937292e-05 1.098127e-05 7.320787e-03 2.238539e-05 1.172843e-12 1.537385e-07 9.370317e-04 3.515367e-01 1.370643e-02 1.098087e-05 1.098006e-09 2.195194e-03 2.450811e-03 0.000000e+00 5.801489e-01 8.808501e-03 0.000000e+00 2.228471e-03 0.000000e+00 0.000000e+00 1.372897e-02 2.406696e-03 4.679305e-20
3.000000e+01 FDS 1 0 0 1.515709e-02 0.000000e+00 0.000000e+00 3.502563e-03 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 1.948172e-05 1.062514e-05 7.083367e-03 2.165944e-05 1.134807e-12 1.487526e-07 9.066429e-04 3.526563e-01 1.326192e-02 1.062475e-05 1.062396e-09 2.124002e-03 2.450988e-03 0.000000e+00 5.754995e-01 8.836513e-03 0.000000e+00 2.239975e-03 0.000000e+00 0.000000e+00 1.379973e-02 2.418888e-03 4.703181e-20
3.000000e+01 FDS 2 0 0 1.524332e-02 0.000000e+00 0.000000e+00 3.533670e-03 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 1.966795e-05 1.033625e-05 6.890776e-03 2.107056e-05 1.103952e-12 1.447082e-07 8.819920e-04 3.551812e-01 1.290133e-02 1.033588e-05 1.033511e-09 2.066252e-03 2.460995e-03 0.000000e+00 5.732527e-01 8.899732e-03 0.000000e+00 2.260363e-03 0.000000e+00 0.000000e+00 1.392543e-02 2.440697e-03 4.745760e-20
3.000000e+01 FDS 3 0 0 1.657234e-01 0.000000e+00 0.000000e+00 5.611635e-02 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 5.373555e-03 6.761684e-05 3.863786e-02 6.892273e-05 5.158408e-12 2.221706e-05 4.121242e-03 5.742688e-01 6.028319e-03 4.829599e-04 4.829239e-08 1.351682e-02 2.196366e-02 0.000000e+00 0.000000e+00 1.113875e-02 0.000000e+00 1.240191e-02 0.000000e+00 0.000000e+00 7.666687e-02 1.340070e-02 2.611690e-19
3.000000e+01 FDS 4 0 0 1.662592e-01 0.000000e+00 0.000000e+00 5.637866e-02 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 5.406278e-03 6.366931e-05 3.638215e-02 6.489908e-05 4.857257e-12 2.092001e-05 3.880641e-03 5.764042e-01 5.676380e-03 4.547643e-04 4.547304e-08 1.272770e-02 2.205238e-02 0.000000e+00 0.000000e+00 1.118038e-02 0.000000e+00 1.247232e-02 0.000000e+00 0.000000e+00 7.709905e-02 1.347632e-02 2.626383e-19
3.000000e+01 FDS 5 0 0 1.665216e-01 0.000000e+00 0.000000e+00 5.651244e-02 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 5.423328e-03 6.169001e-05 3.525113e-02 6.288159e-05 4.706259e-12 2.026967e-05 3.760003e-03 5.774685e-01 5.499917e-03 4.406269e-04 4.405941e-08 1.233203e-02 2.209701e-02 0.000000e+00 0.000000e+00 1.120114e-02 0.000000e+00 1.250874e-02 0.000000e+00 0.000000e+00 7.732315e-02 1.351549e-02 2.633994e-19
3.000000e+01 FDS 6 0 0 1.665218e-01 0.000000e+00 0.000000e+00 5.651247e-02 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 5.423323e-03 6.168997e-05 3.525110e-02 6.288157e-05 4.706256e-12 2.026965e-05 3.760000e-03 5.774686e-01 5.499913e-03 4.406266e-04 4.405938e-08 1.233202e-02 2.209701e-02 0.000000e+00 0.000000e+00 1.120114e-02 0.000000e+00 1.250884e-02 0.000000e+00 0.000000e+00 7.732286e-02 1.351549e-02 2.633993e-19
3.000000e+01 FDS 7 0 0 1.665219e-01 0.000000e+00 0.000000e+00 5.651248e-02 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 5.423320e-03 6.168994e-05 3.525109e-02 6.288156e-05 4.706254e-12 2.026965e-05 3.759998e-03 5.774686e-01 5.499911e-03 4.406264e-04 4.405936e-08 1.233201e-02 2.209700e-02 0.000000e+00 0.000000e+00 1.120114e-02 0.000000e+00 1.250891e-02 0.000000e+00 0.000000e+00 7.732267e-02 1.351549e-02 2.633993e-19
3.000000e+01 FDS 8 0 0 1.665219e-01 0.000000e+00 0.000000e+00 5.651249e-02 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 5.423319e-03 6.168993e-05 3.525108e-02 6.288155e-05 4.706253e-12 2.026964e-05 3.759998e-03 5.774686e-01 5.499910e-03 4.406264e-04 4.405935e-08 1.233201e-02 2.209700e-02 0.000000e+00 0.000000e+00 1.120114e-02 0.000000e+00 1.250894e-02 0.000000e+00 0.000000e+00 7.732258e-02 1.351549e-02 2.633993e-19
3.000000e+01 FDS 9 0 0 1.665220e-01 0.000000e+00 0.000000e+00 5.651250e-02 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 5.423318e-03 6.168993e-05 3.525108e-02 6.288155e-05 4.706252e-12 2.026964e-05 3.759997e-03 5.774686e-01 5.499909e-03 4.406263e-04 4.405935e-08 1.233201e-02 2.209700e-02 0.000000e+00 0.000000e+00 1.120114e-02 0.000000e+00 1.250895e-02 0.000000e+00 0.000000e+00 7.732255e-02 1.351549e-02 2.633993e-19
3.000000e+01 SHD 0 0 0 0.000000e+00 0.000000e+00 0.000000e+00 5.696807e-04 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 2.073220e-03 1.061042e-01 3.961236e-01 2.676409e-01 1.954253e-06 1.332475e-03 2.762085e-03 0.000000e+00 6.565477e-02 0.000000e+00 0.000000e+00 1.577372e-01 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
3.000000e+01 SHD 1 0 0 0.000000e+00 0.000000e+00 0.000000e+00 5.619973e-04 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 2.075720e-03 1.061058e-01 3.961324e-01 2.676373e-01 1.769273e-06 1.332488e-03 2.762128e-03 0.000000e+00 6.565442e-02 0.000000e+00 0.000000e+00 1.577360e-01 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
3.000000e+01 SHD 2 0 0 0.000000e+00 0.000000e+00 0.000000e+00 5.542254e-04 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 2.078371e-03 1.061069e-01 3.961396e-01 2.676314e-01 1.726571e-06 1.332493e-03 2.762155e-03 0.000000e+00 6.565535e-02 0.000000e+00 0.000000e+00 1.577378e-01 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
3.000000e+01 SHD 3 0 0 0.000000e+00 0.000000e+00 0.000000e+00 6.037452e-04 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 2.255657e-03 1.151915e-01 4.300570e-01 2.905453e-01 1.932844e-06 1.446574e-03 2.998641e-03 0.000000e+00 7.127738e-02 0.000000e+00 0.000000e+00 8.562236e-02 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
3.000000e+01 SHD 4 0 0 0.000000e+00 0.000000e+00 0.000000e+00 6.076875e-04 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 2.254216e-03 1.151907e-01 4.300514e-01 2.905494e-01 2.011213e-06 1.446573e-03 2.998624e-03 0.000000e+00 7.127715e-02 0.000000e+00 0.000000e+00 8.562224e-02 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
3.000000e+01 SHD 5 0 0 0.000000e+00 0.000000e+00 0.000000e+00 6.146750e-04 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 2.251758e-03 1.151901e-01 4.300456e-01 2.905568e-01 1.882357e-06 1.446576e-03 2.998610e-03 0.000000e+00 7.127462e-02 0.000000e+00 0.000000e+00 8.561942e-02 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
3.000000e+01 SHD 6 0 0 0.000000e+00 0.000000e+00 0.000000e+00 6.228756e-04 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 2.248878e-03 1.151891e-01 4.300379e-01 2.905642e-01 1.844600e-06 1.446574e-03 2.998585e-03 0.000000e+00 7.127272e-02 0.000000e+00 0.000000e+00 8.561739e-02 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
3.000000e+01 SHD 7 0 0 0.000000e+00 0.000000e+00 0.000000e+00 6.346048e-04 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 2.244767e-03 1.151876e-01 4.300271e-01 2.905745e-01 1.791331e-06 1.446570e-03 2.998549e-03 0.000000e+00 7.127005e-02 0.000000e+00 0.000000e+00 8.561453e-02 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
3.000000e+01 SHD 8 0 0 0.000000e+00 0.000000e+00 0.000000e+00 6.483871e-04 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 2.239944e-03 1.151858e-01 4.300145e-01 2.905864e-01 1.728754e-06 1.446565e-03 2.998506e-03 0.000000e+00 7.126694e-02 0.000000e+00 0.000000e+00 8.561119e-02 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
3.000000e+01 SHD 9 0 0 0.000000e+00 0.000000e+00 0.000000e+00 6.672690e-04 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 2.233338e-03 1.151834e-01 4.299973e-01 2.906027e-01 1.643244e-06 1.446559e-03 2.998447e-03 0.000000e+00 7.126268e-02 0.000000e+00 0.000000e+00 8.560662e-02 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
