Time FPS FVS FVT FDS SHD SB PIN WHB WHT CEP BFS BFF BG BMD BML BMS ZL BD MA SG BC ZG PL PS ZM ZS PB BB BO DL DR DC DIN RelFPS RelFVS RelFVT RelFDS RelSHD RelSB RelPIN RelWHB RelWHT RelCEP RelBFS RelBFF RelBG RelBMD RelBML RelBMS RelZL RelBD RelMA RelSG RelBC RelZG RelPL RelPS RelZM RelZS RelPB RelBB RelBO RelDL RelDR RelDC RelDIN PelDemRatio PiscivPlankRatio DivCount InfEpiRatio BSSslope HabitCover
8.400000e+02 143062.068391 75463.239214 11767.553265 83333.921951 16260.824335 1.122475 952.836757 0.000000 1357.069954 105993.319058 26847.443324 238544.960947 6051.392104 328585.244587 3123.472080 21942.918181 1027954.118296 999538.314101 2430370.222154 2426.556591 1223919.239868 4596422.903757 4520401.827052 67284485.150346 799133.690955 42955066.584302 9968271.513827 2523804.702416 2072932.643931 13285076.291046 44643304.572514 0.000000 4366503170.627031 1.067592 1.029315 0.997660 1.154414 1.065928 0.791233 0.888586 1.000000 0.897313 1.414558 1.097048 0.974749 2.472738 0.995799 1.276322 1.120797 1.136469 0.962066 0.993105 0.991547 0.981696 1.226852 1.486616 1.189456 1.219738 1.145898 26.606767 1.214594 0.997610 1.278703 1.074241 1.000000 2.057461 0.000074 0.000000 22.800000 9.461825 -10269.958235 0.091054
8.700000e+02 145175.897514 74873.342504 12627.982791 85157.655779 16436.080301 1.094474 953.731510 0.000000 1356.173840 116440.192985 26937.912398 238252.469849 6249.497761 328535.884266 3158.483244 22038.132905 1028371.879550 998596.952805 2429536.336179 2425.622922 1223104.866325 4609007.339401 4501592.243698 67708568.359148 801167.769752 42954965.383012 9687529.471303 2533153.741161 2072760.979680 13329011.070519 44755292.645063 0.000000 4369499869.602661 1.083367 1.021269 1.070608 1.179678 1.077416 0.771495 0.889420 1.000000 0.896720 1.553979 1.100745 0.973554 2.553688 0.995649 1.290629 1.125661 1.136930 0.961160 0.992764 0.991165 0.981043 1.230211 1.480430 1.196953 1.222843 1.145895 25.857426 1.219094 0.997527 1.282931 1.076936 1.000000 2.058873 0.000074 0.000000 22.400000 9.459455 -10421.703118 0.090997
9.000000e+02 125062.614298 74351.350831 13394.982067 87390.907110 16616.052259 1.095680 954.625786 0.000000 1355.315324 109185.389549 27030.217592 237949.842630 6456.521718 328486.423787 3195.128181 22135.489223 1028747.878860 997672.974547 2428669.631322 2424.685903 1222286.676407 4621073.430286 4482965.128525 68088581.513998 803011.993811 42955173.377450 9414802.675546 2542044.650140 2072588.864156 13370191.372710 44867365.470254 0.000000 4372097728.542608 0.933272 1.014149 1.135634 1.210614 1.089214 0.772345 0.890254 1.000000 0.896152 1.457158 1.104517 0.972318 2.638283 0.995499 1.305603 1.130634 1.137346 0.960271 0.992410 0.990782 0.980387 1.233432 1.474305 1.203671 1.225658 1.145901 25.129479 1.223372 0.997444 1.286895 1.079633 1.000000 2.060097 0.000073 0.000000 22.800000 9.457133 -8977.836264 0.090938
9.300000e+02 114592.837422 73884.915892 14044.628616 89178.052632 16798.599725 1.096814 954.944304 0.000000 1354.498846 102664.379806 27120.791731 237649.270998 6671.893059 328437.074733 3232.027562 22231.273134 1029046.995520 996773.517290 2427787.462169 2423.753565 1221470.383284 4632341.503094 4464520.245432 68366128.143221 804623.459941 42956609.565422 9150894.386347 2550468.112068 2072417.410339 13409029.581528 44979574.955234 0.000000 4373810976.733981 0.855142 1.007787 1.190712 1.235372 1.101180 0.773145 0.890551 1.000000 0.895613 1.370131 1.108218 0.971089 2.726288 0.995350 1.320681 1.135526 1.137677 0.959405 0.992050 0.990401 0.979732 1.236439 1.468239 1.208577 1.228118 1.145939 24.425069 1.227426 0.997362 1.290633 1.082333 1.000000 2.060905 0.000072 0.000000 22.400000 9.454868 -8226.245207 0.090878
9.600000e+02 117233.072328 73463.330313 14630.871012 90968.971340 15458.171391 1.097891 954.746379 0.000000 1353.719019 96825.549687 27209.597512 237350.090696 6895.588928 328387.911694 3269.217576 22325.621416 1029280.511555 995898.581869 2426887.884046 2422.809166 1220656.740080 4642866.476684 4446251.575648 68489014.854104 806030.299908 42957874.690280 8896111.372481 2558447.600561 2072246.777977 13445652.451324 45091929.136428 0.000000 4374702291.815165 0.874845 1.002036 1.240414 1.260181 1.013312 0.773904 0.890367 1.000000 0.895097 1.292207 1.111847 0.969867 2.817696 0.995201 1.335877 1.140345 1.137935 0.958563 0.991682 0.990015 0.979079 1.239249 1.462231 1.210750 1.230265 1.145973 23.745016 1.231266 0.997280 1.294158 1.085036 1.000000 2.061325 0.000078 0.000000 22.400000 9.452663 -8415.779040 0.090818
9.900000e+02 119767.681141 73075.167106 15210.871376 92727.954133 15652.408323 1.098944 954.553028 0.000000 1352.952331 91502.952698 27294.704757 237059.322744 7121.923454 328338.853028 3305.820018 22416.395453 1029533.390574 995052.755035 2425993.204570 2421.871155 1219848.720713 4653235.032218 4428186.531790 68600750.527868 807399.706283 42959266.131702 8649688.604811 2566033.588650 2072077.543817 13480203.573930 45204305.878334 0.000000 4375535028.141195 0.893759 0.996742 1.289587 1.284548 1.026045 0.774646 0.890187 1.000000 0.894590 1.221173 1.115324 0.968679 2.910181 0.995052 1.350834 1.144982 1.138215 0.957749 0.991316 0.989632 0.978431 1.242016 1.456290 1.212725 1.232355 1.146010 23.087278 1.234917 0.997198 1.297484 1.087741 1.000000 2.061717 0.000077 0.000000 22.400000 9.450516 -8597.730322 0.090759
1.020000e+03 122123.561447 72709.991703 15821.864108 94459.138272 15845.249230 1.099971 932.236383 0.000000 1324.754648 86612.349066 27376.500604 236776.881599 7352.155450 328289.810576 3341.863212 22503.820565 1029843.062928 994233.594555 2425101.273445 2420.938092 1219044.729524 4663685.534151 4410317.699980 68720091.031404 808800.656286 42960899.875972 8410861.150869 2573256.987505 2071909.345709 13512632.486423 45316820.823536 0.000000 4376355733.324939 0.911340 0.991761 1.341387 1.308530 1.038686 0.775370 0.869375 1.000000 0.875945 1.155905 1.118667 0.967525 3.004259 0.994904 1.365562 1.149447 1.138557 0.956960 0.990952 0.989251 0.977786 1.244806 1.450413 1.214835 1.234493 1.146053 22.449812 1.238393 0.997117 1.300605 1.090448 1.000000 2.062104 0.000075 0.000000 22.600000 9.448422 -8766.851268 0.090702
1.050000e+03 124375.291739 72357.911659 16469.660441 96158.229670 16037.078102 1.087989 911.389254 0.000000 1323.946925 82089.373810 27456.551277 236497.867324 7585.742092 328240.606093 3377.984381 22589.579857 1030210.124410 993437.331421 2424206.012800 2420.003712 1218241.654870 4674386.907057 4392648.091029 68846248.101765 810256.303709 42961731.481071 8178868.799708 2580140.039928 2071741.525252 13542807.854341 45429267.190280 0.000000 4377167856.795740 0.928143 0.986958 1.396307 1.332067 1.051261 0.766924 0.849933 1.000000 0.875411 1.095542 1.121938 0.966385 3.099708 0.994754 1.380322 1.153828 1.138963 0.956194 0.990586 0.988869 0.977142 1.247662 1.444602 1.217065 1.236715 1.146075 21.830591 1.241706 0.997037 1.303510 1.093154 1.000000 2.062486 0.000072 0.000000 22.800000 9.446372 -8928.495625 0.090644
1.080000e+03 126725.695043 72002.330873 17160.977093 97888.949138 16235.422091 1.089080 911.124896 0.000000 1323.085335 77921.295946 27538.164807 236210.815514 7831.809229 328191.287710 3415.701720 22677.219913 1030666.453931 992655.135431 2423271.475012 2419.030937 1217434.333022 4685775.156873 4375143.819421 68970705.853623 811906.516599 42964719.797137 7953797.580256 2586655.745052 2071573.048723 13570629.090829 45541757.087537 0.000000 4377976180.656202 0.945683 0.982108 1.454918 1.356042 1.064263 0.767693 0.849687 1.000000 0.874842 1.039916 1.125273 0.965212 3.200257 0.994605 1.395734 1.158304 1.139467 0.955441 0.990204 0.988472 0.976494 1.250702 1.438846 1.219265 1.239234 1.146155 21.229843 1.244842 0.996955 1.306187 1.095861 1.000000 2.062867 0.000071 0.000000 22.600000 9.444362 -9097.223395 0.090584
1.095000e+03 127941.789362 71829.388578 17503.936203 98763.875723 16337.915277 1.089640 911.034540 0.000000 1322.641299 75961.377589 27580.968937 236059.460400 7959.892094 328166.618488 3435.851638 22723.295460 1030927.513642 992268.193921 2422781.477093 2418.520938 1217028.586806 4691665.285359 4366455.450994 69042043.766409 812804.353388 42965589.295211 7843843.909440 2589766.401299 2071488.468700 13583687.380687 45597965.110120 0.000000 4378378328.951100 0.954758 0.979749 1.483994 1.368163 1.070981 0.768088 0.849603 1.000000 0.874548 1.013760 1.127022 0.964593 3.252594 0.994530 1.403968 1.160657 1.139756 0.955069 0.990004 0.988263 0.976169 1.252274 1.435988 1.220526 1.240604 1.146178 20.936361 1.246339 0.996915 1.307444 1.097213 1.000000 2.063057 0.000116 0.000000 22.600000 9.443373 -9184.522830 0.090553
1.110000e+03 129751.789790 69978.385545 11452.836510 99616.100969 16438.731157 1.090266 911.375232 0.000000 1322.149386 74068.850326 27623.557078 235908.146549 8086.422831 328142.055801 3456.172191 22769.259418 1031207.322862 991889.600482 2422294.408589 2418.013755 1216625.836432 4697906.115796 4357824.900752 69117037.210459 813748.012091 42970793.708857 7735966.549949 2592776.096160 2071404.550982 13596428.296266 45654106.851902 0.000000 4378779468.310866 0.968265 0.954502 0.970978 1.379968 1.077590 0.768529 0.849920 1.000000 0.874223 0.988503 1.128762 0.963975 3.304298 0.994456 1.412271 1.163005 1.140065 0.954704 0.989805 0.988056 0.975846 1.253940 1.433150 1.221852 1.242045 1.146317 20.648421 1.247787 0.996874 1.308671 1.098564 1.000000 2.063246 0.000119 0.000000 22.600000 9.442400 -9314.456844 0.090521
1.140000e+03 133371.952882 72547.918293 11807.049200 101327.750711 16643.493016 1.091514 912.109412 0.000000 1321.136283 70494.771335 27709.026729 235602.404332 8346.942113 328092.958934 3497.725884 22861.564414 1031847.578420 991145.764600 2421298.749857 2416.979836 1215820.243857 4710943.881838 4340694.674365 69292516.259391 815872.167951 42977308.284267 7525475.130210 2598539.245195 2071236.846607 13620420.605057 45766393.131973 0.000000 4379621557.626678 0.995280 0.989550 1.001009 1.403680 1.091012 0.769409 0.850605 1.000000 0.873553 0.940804 1.132254 0.962725 3.410752 0.994307 1.429251 1.167720 1.140773 0.953988 0.989398 0.987633 0.975200 1.257419 1.427516 1.224954 1.245287 1.146491 20.086588 1.250561 0.996794 1.310980 1.101266 1.000000 2.063643 0.000118 0.000000 22.800000 9.440489 -9574.336519 0.090457
1.170000e+03 136771.899893 86314.042482 12669.723558 103035.493119 16852.068057 1.093011 913.139511 0.000000 1320.146765 67178.816541 27795.508961 235289.893458 8616.553134 328043.997452 3540.886921 22955.176830 997868.422374 990420.326030 2420272.562355 2415.925281 1215015.766784 4330233.569755 4323743.315469 57992696.560740 790688.097311 41540077.431307 7318083.659772 2603956.582709 2071069.574329 13642586.801875 45878563.112870 0.000000 4381218673.641160 1.020652 1.177319 1.074147 1.427337 1.104685 0.770464 0.851566 1.000000 0.872898 0.896550 1.135788 0.961448 3.520921 0.994159 1.446888 1.172501 1.103207 0.953290 0.988979 0.987202 0.974555 1.155802 1.421942 1.025196 1.206848 1.108151 19.533030 1.253168 0.996713 1.313113 1.103965 1.000000 2.064395 0.000117 0.000000 22.800000 9.438626 -9818.407601 0.090390
1.200000e+03 139477.694936 84694.334276 13422.514686 93201.224913 17065.854064 1.094668 914.011124 0.000000 1319.205067 106224.009823 27883.977607 234967.109674 8896.932018 327995.049609 3586.240142 23051.152697 998428.963555 989709.952096 2419206.781322 2414.861061 1214209.680672 4343144.754666 4306967.591205 58293684.062193 792768.385304 41537591.482764 7120083.857077 2609052.718478 2070902.168550 13662811.971646 45990638.516545 0.000000 4383591875.313313 1.040844 1.155226 1.137969 1.291104 1.118699 0.771632 0.852378 1.000000 0.872276 1.417637 1.139403 0.960129 3.635490 0.994010 1.465420 1.177404 1.103827 0.952606 0.988543 0.986768 0.973908 1.159249 1.416425 1.030516 1.210023 1.108084 19.004540 1.255620 0.996633 1.315060 1.106662 1.000000 2.065513 0.000068 0.000000 22.400000 9.436805 -10012.647782 0.090321
1.230000e+03 141231.638548 83434.588048 14510.475916 95042.621582 17286.842846 1.066792 914.613644 0.000000 1318.340751 117583.683266 27974.789405 234631.283061 9191.393644 327946.128292 3634.107899 23149.745079 998914.437639 989011.800491 2418091.719568 2413.791279 1213400.573405 4355123.283110 4290358.768672 58620681.182576 794534.782104 41535216.703704 6927756.916759 2613822.938576 2070734.421736 13681130.979383 46102530.702157 0.000000 4386233601.722548 1.053933 1.138044 1.230207 1.316613 1.133185 0.751982 0.852940 1.000000 0.871704 1.569240 1.143114 0.958757 3.755814 0.993862 1.484980 1.182440 1.104363 0.951934 0.988088 0.986330 0.973259 1.162446 1.410962 1.036297 1.212719 1.108021 18.491191 1.257916 0.996552 1.316823 1.109354 1.000000 2.066758 0.000067 0.000000 22.800000 9.435024 -10138.557660 0.090249
1.260000e+03 119841.591862 82418.125024 15502.594015 97618.104882 17513.493222 1.068071 915.158948 0.000000 1317.511652 110284.408720 28066.679994 234285.319828 9498.825199 327897.053163 3683.959227 23249.421795 999346.096256 988324.991102 2416935.780090 2412.725069 1212587.069152 4366545.318335 4273921.054779 58920279.006229 796117.364463 41533376.369366 6740710.964839 2618286.711473 2070566.103409 13697484.655321 46214152.560284 0.000000 4388602414.272425 0.894311 1.124179 1.314319 1.352290 1.148043 0.752884 0.853449 1.000000 0.871156 1.471826 1.146869 0.957344 3.881438 0.993713 1.505350 1.187531 1.104841 0.951273 0.987615 0.985895 0.972607 1.165494 1.405557 1.041593 1.215134 1.107972 17.991939 1.260064 0.996471 1.318397 1.112040 1.000000 2.067874 0.000066 0.000000 22.400000 9.433277 -8603.036131 0.090174
1.290000e+03 110384.251575 81593.367171 16294.567177 99606.507900 17738.275875 1.069257 915.326746 0.000000 1316.717693 103657.626980 28153.081148 233955.346230 9812.675799 327847.884497 3732.189791 23343.155739 999743.676179 987660.140616 2415788.814805 2411.701959 1211777.252504 4377402.718849 4257665.018336 59156037.189622 797529.535948 41531364.655693 6558900.921669 2622459.108876 2070398.676523 13712252.295864 46325712.553628 0.000000 4390233493.875165 0.823736 1.112929 1.381463 1.379836 1.162778 0.753720 0.853605 1.000000 0.870631 1.383386 1.150399 0.955995 4.009684 0.993564 1.525058 1.192319 1.105280 0.950633 0.987147 0.985477 0.971957 1.168392 1.400211 1.045761 1.217290 1.107918 17.506661 1.262072 0.996390 1.319819 1.114725 1.000000 2.068643 0.000066 0.000000 22.400000 9.431568 -7924.124586 0.090101
1.320000e+03 112863.157569 80881.624376 16972.136097 101614.162279 17943.700873 1.070418 915.051800 0.000000 1315.933390 97625.668043 28241.860385 233611.654981 10142.141060 327798.704642 3783.266306 23439.794634 1000115.737176 987005.975377 2414585.568459 2410.639815 1210963.856007 4388011.320374 4241572.159257 59248161.194665 798864.023218 41529789.203577 6382499.656935 2626320.495053 2070230.722939 13725258.611164 46437130.175332 0.000000 4391036862.326453 0.842235 1.103221 1.438908 1.407647 1.176244 0.754538 0.853349 1.000000 0.870113 1.302886 1.154027 0.954591 4.144311 0.993415 1.545929 1.197255 1.105692 0.950004 0.986655 0.985043 0.971305 1.171224 1.394918 1.047390 1.219327 1.107876 17.035820 1.263931 0.996309 1.321071 1.117406 1.000000 2.069021 0.000065 0.000000 22.400000 9.429895 -8102.077144 0.090025
1.350000e+03 115223.534383 80257.081922 17642.083386 103647.819630 16345.626177 1.071551 914.783434 0.000000 1315.165872 92131.094481 28327.077320 233275.338691 10486.205538 327749.503326 3833.861121 23532.785300 1000492.134750 986367.636385 2413359.968179 2409.568507 1210151.047980 4398399.087282 4225641.835734 59321614.196757 800148.194890 41528460.157706 6211323.769430 2629891.643986 2070063.073313 13736698.219372 46548336.098065 0.000000 4391732423.219995 0.859849 1.094703 1.495706 1.435819 1.071487 0.755336 0.853099 1.000000 0.869605 1.229556 1.157509 0.953217 4.284904 0.993266 1.566604 1.202004 1.106108 0.949389 0.986154 0.984605 0.970653 1.173997 1.389679 1.048688 1.221287 1.107841 16.578927 1.265649 0.996229 1.322172 1.120082 1.000000 2.069349 0.000071 0.000000 22.800000 9.428259 -8271.520880 0.089949
1.380000e+03 117374.551193 79685.709529 18366.322141 105666.240200 16607.781290 1.072658 893.764115 0.000000 1296.881465 87141.417499 28410.155904 232943.494928 10840.796553 327700.320900 3884.580194 23623.438424 1000881.397528 985746.999647 2412117.300053 2408.490149 1209340.508758 4408626.258969 4209884.312202 59403450.128823 801397.360276 41526679.555196 6045366.618512 2633186.415851 2069896.019311 13746704.945076 46659384.939832 0.000000 4392414179.549262 0.875901 1.086909 1.557108 1.463780 1.088671 0.756117 0.833497 1.000000 0.857515 1.162966 1.160904 0.951861 4.429798 0.993117 1.587329 1.206635 1.106538 0.948792 0.985646 0.984164 0.970002 1.176727 1.384497 1.050135 1.223193 1.107793 16.135963 1.267235 0.996148 1.323135 1.122754 1.000000 2.069670 0.000068 0.000000 22.800000 9.426661 -8425.935345 0.089874
1.410000e+03 119338.695189 79135.840220 19190.130332 107653.496813 16869.642707 1.060740 876.840505 0.000000 1296.053189 82566.792180 28491.435287 232615.152484 11202.413792 327651.208688 3935.583970 23712.122672 1001323.931658 985145.373903 2410863.428508 2407.408681 1208533.716894 4419111.803366 4194306.930084 59482726.462894 802713.408387 41525041.466779 5884624.515639 2636220.235901 2069729.860076 13755404.133837 46770230.628390 0.000000 4393090178.616532 0.890558 1.079409 1.626950 1.491309 1.105837 0.747716 0.817714 1.000000 0.856968 1.101914 1.164225 0.950519 4.577563 0.992968 1.608170 1.211165 1.107027 0.948213 0.985134 0.983722 0.969355 1.179525 1.379374 1.051536 1.225202 1.107749 15.706919 1.268695 0.996068 1.323972 1.125421 1.000000 2.069989 0.000066 0.000000 22.800000 9.425104 -8566.934822 0.089800
1.440000e+03 121240.421943 78629.385009 20013.544059 109613.744223 17130.124943 1.061850 876.630919 0.000000 1295.218826 78346.785321 28569.390547 232296.335687 11570.944441 327602.094462 3985.840832 23797.110897 1001836.889138 984563.105879 2409607.971289 2406.336171 1207730.783292 4429922.007341 4178905.559030 59558276.305051 804123.991378 41523282.835832 5728788.623835 2639014.607550 2069564.598116 13762799.186037 46880911.275364 0.000000 4393762831.644560 0.904750 1.072501 1.696760 1.518464 1.122912 0.748498 0.817519 1.000000 0.856416 1.045595 1.167411 0.949216 4.728153 0.992819 1.628706 1.215506 1.107594 0.947652 0.984621 0.983284 0.968711 1.182411 1.374309 1.052872 1.227355 1.107702 15.290971 1.270040 0.995989 1.324684 1.128084 1.000000 2.070306 0.000065 0.000000 22.800000 9.423584 -8703.453570 0.089727
1.460000e+03 122531.760291 78309.221950 20558.193706 110913.212970 17306.328950 1.062602 876.545613 0.000000 1294.649481 75729.371849 28622.576436 232077.232602 11822.772434 327569.388129 4020.902987 23855.115743 1002207.391992 984182.238424 2408746.998824 2405.600841 1207195.393638 4437282.373066 4168732.038543 59613207.809907 805102.944519 41522114.635414 5627612.602083 2640739.574642 2069454.483408 13766964.571304 46954619.102679 0.000000 4394208268.427549 0.914386 1.068134 1.742936 1.536466 1.134463 0.749029 0.817439 1.000000 0.856039 1.010664 1.169584 0.948321 4.831056 0.992720 1.643033 1.218468 1.108004 0.947286 0.984269 0.982984 0.968282 1.184375 1.370963 1.053843 1.228849 1.107671 15.020917 1.270870 0.995936 1.325085 1.129858 1.000000 2.070516 0.000105 0.000000 22.800000 9.422591 -8796.154528 0.089676
1.470000e+03 123532.010287 78188.196655 20671.791157 111563.870050 17395.805545 1.063002 876.785623 0.000000 1294.342534 74456.878048 28649.978858 231964.024621 11951.107232 327553.038845 4039.198900 23884.958939 1002427.628893 983993.341082 2408305.419087 2405.223033 1206927.144785 4441261.716727 4163672.346632 59644545.451381 805666.321886 41522368.316629 5577851.448968 2641560.435072 2069399.338183 13768800.060527 46991426.698028 0.000000 4394433568.169260 0.921850 1.066483 1.752567 1.545479 1.140328 0.749311 0.817663 1.000000 0.855836 0.993681 1.170704 0.947858 4.883496 0.992671 1.650509 1.219993 1.108247 0.947104 0.984089 0.982829 0.968067 1.185437 1.369299 1.054397 1.229709 1.107678 14.888097 1.271265 0.995909 1.325262 1.130744 1.000000 2.070622 0.000108 0.000000 22.600000 9.422100 -8867.959206 0.089650
1.500000e+03 126648.863367 76460.358477 13360.424138 113505.292643 17665.965408 1.064263 877.529804 0.000000 1293.371575 70837.849459 28732.268239 231621.059196 12342.729200 327504.005373 4095.264793 23974.707661 1003179.353549 983436.302899 2406960.649984 2404.075069 1206122.969622 4453785.887340 4148604.900023 59753342.229987 807565.278627 41522306.264870 5431810.418942 2643864.764662 2069234.105266 13773438.877465 47101580.253778 0.000000 4395116984.280459 0.945110 1.042915 1.132705 1.572374 1.158037 0.750199 0.818357 1.000000 0.855194 0.945383 1.174066 0.946457 5.043522 0.992522 1.673419 1.224577 1.109079 0.946568 0.983539 0.982360 0.967422 1.188780 1.364344 1.056320 1.232608 1.107676 14.498293 1.272374 0.995830 1.325708 1.133394 1.000000 2.070944 0.000107 0.000000 22.600000 9.420650 -9091.707900 0.089570
1.530000e+03 129874.868640 70844.716219 14283.236787 115396.840969 17934.181644 1.065096 877.899629 0.000000 1292.192009 67481.600369 28814.142074 231276.225775 12736.712447 327455.128187 4152.672666 24063.950542 1003721.373968 982897.824789 2405605.967380 2402.925829 1205323.722152 4467165.899302 4133714.073492 60000066.745097 809713.976350 41522030.112051 5290773.635458 2645943.642627 2069069.990741 13777025.425442 47211474.210146 0.000000 4396385355.558805 0.969184 0.966318 1.210941 1.598577 1.175620 0.750787 0.818702 1.000000 0.854414 0.900591 1.177412 0.945048 5.204513 0.992374 1.696877 1.229135 1.109678 0.946050 0.982986 0.981891 0.966781 1.192352 1.359447 1.060682 1.235887 1.107669 14.121845 1.273374 0.995751 1.326053 1.136039 1.000000 2.071542 0.000105 0.000000 22.400000 9.419240 -9323.292273 0.089490
1.560000e+03 132460.966649 62809.977692 14967.248770 103010.466660 18207.851217 1.065972 878.178215 0.000000 1291.086278 106567.108434 28895.918027 230927.528331 13146.504189 327406.328889 4211.700099 24152.935149 1004344.690760 982371.629733 2404210.375219 2401.776526 1204524.938487 4480246.644533 4118977.438266 60342801.963869 811750.424030 41516336.166947 5153527.345074 2647803.705259 2068906.102013 13779378.231737 47321162.878556 0.000000 4398411236.465488 0.988482 0.856725 1.268932 1.426990 1.193559 0.751404 0.818962 1.000000 0.853683 1.422216 1.180753 0.943623 5.371963 0.992226 1.720997 1.233680 1.110367 0.945543 0.982415 0.981421 0.966140 1.195843 1.354601 1.066741 1.238996 1.107517 13.755515 1.274269 0.995672 1.326280 1.138678 1.000000 2.072496 0.000061 0.000000 22.600000 9.417863 -9508.939795 0.089408
1.590000e+03 133826.952973 58292.457858 16148.398537 104924.932179 18493.249675 1.037481 878.021236 0.000000 1290.058738 118681.010294 28980.570720 230561.854675 13580.608814 327357.406752 4274.651431 24244.839755 1004909.024824 981850.715630 2402736.237234 2400.608170 1203719.921815 4492468.122198 4104384.057225 60704897.438126 813440.923365 41511273.620368 5019587.608712 2649437.911210 2068741.133469 13780217.090090 47430525.932445 0.000000 4400767221.465924 0.998676 0.795106 1.369071 1.453511 1.212267 0.731321 0.818815 1.000000 0.853004 1.583884 1.184213 0.942129 5.549348 0.992078 1.746721 1.238375 1.110991 0.945042 0.981813 0.980944 0.965494 1.199105 1.349801 1.073142 1.241576 1.107382 13.398010 1.275056 0.995593 1.326360 1.141310 1.000000 2.073606 0.000060 0.000000 22.600000 9.416512 -9606.999488 0.089321
1.620000e+03 111927.867973 55289.442017 17256.301831 107747.321528 18792.529996 1.038163 877.888588 0.000000 1289.073150 111184.005218 29068.327955 230175.320338 14043.545526 327308.381330 4341.994674 24339.620674 1005437.018836 981332.757750 2401171.017457 2399.415983 1202907.415086 4504139.007073 4089929.210539 61063723.549279 814960.155915 41507656.366145 4889234.945520 2650833.020620 2068574.964162 13779591.228562 47539513.527440 0.000000 4402959967.610858 0.835255 0.754145 1.462999 1.492609 1.231886 0.731802 0.818692 1.000000 0.852352 1.483831 1.187799 0.940549 5.738515 0.991929 1.774239 1.243216 1.111575 0.944543 0.981174 0.980456 0.964843 1.202220 1.345048 1.079485 1.243895 1.107286 13.050080 1.275727 0.995513 1.326300 1.143932 1.000000 2.074639 0.000059 0.000000 22.200000 9.415186 -8034.935762 0.089229
1.650000e+03 102636.556911 53098.690393 18171.649813 110036.531799 19094.968995 1.038802 877.546540 0.000000 1288.111543 104342.674992 29155.226387 229787.101854 14520.396003 327259.209328 4410.867240 24433.159578 1005943.950461 980826.814215 2399571.989590 2398.236654 1202093.942518 4515440.275368 4075629.473798 61357538.769291 816357.818411 41505122.145432 4762382.096218 2652011.380650 2068408.703191 13777741.131427 47648058.886463 0.000000 4404551438.726237 0.765919 0.724263 1.540603 1.524321 1.251711 0.732252 0.818373 1.000000 0.851716 1.392529 1.191349 0.938963 5.933367 0.991780 1.802381 1.247994 1.112135 0.944056 0.980520 0.979974 0.964190 1.205237 1.340345 1.084679 1.246028 1.107218 12.711491 1.276294 0.995433 1.326122 1.146544 1.000000 2.075389 0.000058 0.000000 22.200000 9.413888 -7367.942913 0.089135
1.680000e+03 104993.731665 51465.569804 18889.791178 112169.971538 19347.495311 1.039394 876.838894 0.000000 1287.185428 98099.442528 29232.723218 229433.496590 15001.874787 327209.972809 4474.318616 24516.187476 1006429.450049 980343.041513 2398015.007841 2397.125608 1201288.735866 4526447.053062 4061491.474174 61501424.061546 817654.674160 41502032.175306 4639081.671082 2653004.349529 2068244.149763 13775063.518301 47756304.291110 0.000000 4405342774.262093 0.783510 0.701988 1.601488 1.553876 1.268265 0.732669 0.817713 1.000000 0.851104 1.309208 1.194516 0.937518 6.130110 0.991631 1.828309 1.252235 1.112672 0.943591 0.979884 0.979520 0.963544 1.208175 1.335695 1.087223 1.248007 1.107136 12.382384 1.276772 0.995353 1.325864 1.149149 1.000000 2.075762 0.000058 0.000000 22.200000 9.412620 -7537.156783 0.089050
1.710000e+03 107182.125338 50178.849484 19584.610418 114318.994649 17348.876816 1.039959 876.191534 0.000000 1286.296295 92480.642441 29308.285346 229081.276253 15503.471057 327160.761194 4538.328557 24597.146700 1006912.335124 979870.022177 2396413.711047 2395.996050 1200483.855217 4537062.986252 4047493.640635 61600724.959335 818874.117739 41499467.891919 4519493.744541 2653800.122297 2068079.794164 13771347.232549 47864523.527286 0.000000 4405955654.538912 0.799840 0.684437 1.660395 1.583646 1.137252 0.733068 0.817109 1.000000 0.850516 1.234221 1.197604 0.936079 6.335074 0.991482 1.854465 1.256370 1.113206 0.943135 0.979230 0.979059 0.962899 1.211008 1.331092 1.088978 1.249869 1.107067 12.063187 1.277155 0.995274 1.325507 1.151753 1.000000 2.076051 0.000064 0.000000 22.400000 9.411381 -7694.254411 0.088963
1.740000e+03 109217.624120 49102.762373 20312.467370 116450.764534 17677.339506 1.040515 848.657933 0.000000 1285.758977 87395.782717 29384.436047 228722.219703 16020.678836 327111.648391 4604.749652 24678.395222 1007396.509208 979408.384895 2394766.961144 2394.837870 1199680.133178 4547453.840247 4033641.509543 61693985.890566 820057.319865 41497867.674996 4403669.840040 2654404.456558 2067915.769926 13766687.383468 47972361.487392 0.000000 4406558404.374473 0.815030 0.669759 1.722103 1.613177 1.158783 0.733459 0.791432 1.000000 0.850161 1.166360 1.200715 0.934611 6.546417 0.991333 1.881606 1.260520 1.113741 0.942691 0.978557 0.978586 0.962254 1.213782 1.326536 1.090627 1.251675 1.107025 11.754036 1.277446 0.995195 1.325058 1.154348 1.000000 2.076335 0.000061 0.000000 22.600000 9.410173 -7840.376215 0.088874
